Res_Geo_Short,Work_Geo_Short,Year,Total,Drove alone,2-person carpool,3-person carpool,4-person carpool,5-or-6-person carpool,7-or-more-person carpool,Bus,Streetcar or trolley,Subway,Railroad,Ferry,Bicycle,Walked,Taxi,Motorcycle,Other,Worked at home,Source
Alpine,El Dorado,2016,70,65,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Amador,El Dorado,2016,455,365,60,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Butte,El Dorado,2016,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Contra Costa,El Dorado,2016,70,50,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,0,CTPP_A302103_5YR_2016
El Dorado,El Dorado,2016,43720,31180,2705,445,245,30,110,300,0,0,0,10,405,1595,60,100,305,6230,CTPP_A302103_5YR_2016
Fresno,El Dorado,2016,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,CTPP_A302103_5YR_2016
Los Angeles,El Dorado,2016,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Merced,El Dorado,2016,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Mono,El Dorado,2016,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Monterey,El Dorado,2016,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Nevada,El Dorado,2016,170,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Placer,El Dorado,2016,1250,1060,155,0,0,4,0,0,0,0,0,0,0,0,0,15,10,0,CTPP_A302103_5YR_2016
Plumas,El Dorado,2016,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Riverside,El Dorado,2016,50,4,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Sacramento,El Dorado,2016,8325,7375,680,120,20,15,20,0,0,0,0,0,30,0,0,50,20,0,CTPP_A302103_5YR_2016
San Bernardino,El Dorado,2016,60,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,CTPP_A302103_5YR_2016
San Francisco,El Dorado,2016,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
San Joaquin,El Dorado,2016,205,160,15,0,30,0,0,0,0,0,0,0,0,0,0,4,0,0,CTPP_A302103_5YR_2016
Santa Clara,El Dorado,2016,45,35,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Shasta,El Dorado,2016,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Siskiyou,El Dorado,2016,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Solano,El Dorado,2016,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Sonoma,El Dorado,2016,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Sutter,El Dorado,2016,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Tuolumne,El Dorado,2016,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Ventura,El Dorado,2016,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Yolo,El Dorado,2016,170,145,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Yuba,El Dorado,2016,65,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Alameda,Fresno,2016,65,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Butte,Fresno,2016,25,25,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Contra Costa,Fresno,2016,65,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,CTPP_A302103_5YR_2016
Del Norte,Fresno,2016,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
El Dorado,Fresno,2016,145,115,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Fresno,Fresno,2016,335565,257605,27805,6460,3685,2050,1590,4380,65,15,0,0,3000,6210,105,1060,5430,16115,CTPP_A302103_5YR_2016
Humboldt,Fresno,2016,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Imperial,Fresno,2016,35,0,0,0,0,20,0,10,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Kern,Fresno,2016,480,445,30,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,CTPP_A302103_5YR_2016
Kings,Fresno,2016,5775,4330,560,220,125,135,335,30,0,0,0,0,4,15,0,0,25,0,CTPP_A302103_5YR_2016
Los Angeles,Fresno,2016,425,305,30,10,0,10,0,0,0,0,0,0,0,25,0,0,50,0,CTPP_A302103_5YR_2016
Madera,Fresno,2016,10530,8940,820,120,270,175,0,15,0,0,0,0,0,50,0,25,115,0,CTPP_A302103_5YR_2016
Marin,Fresno,2016,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Mariposa,Fresno,2016,180,165,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Merced,Fresno,2016,1715,1260,270,130,0,0,15,0,0,0,10,0,0,4,0,0,25,0,CTPP_A302103_5YR_2016
Monterey,Fresno,2016,230,80,15,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,CTPP_A302103_5YR_2016
Napa,Fresno,2016,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Nevada,Fresno,2016,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Orange,Fresno,2016,55,50,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Placer,Fresno,2016,140,105,4,0,0,0,0,20,0,0,0,0,0,15,0,0,0,0,CTPP_A302103_5YR_2016
Riverside,Fresno,2016,210,125,70,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Sacramento,Fresno,2016,260,235,20,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
San Bernardino,Fresno,2016,45,15,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
San Diego,Fresno,2016,35,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,CTPP_A302103_5YR_2016
San Francisco,Fresno,2016,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
San Joaquin,Fresno,2016,350,295,15,0,10,0,0,0,0,0,0,0,0,15,0,0,15,0,CTPP_A302103_5YR_2016
San Luis Obispo,Fresno,2016,275,230,0,10,0,0,30,0,0,0,0,0,0,4,0,0,0,0,CTPP_A302103_5YR_2016
San Mateo,Fresno,2016,75,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Santa Barbara,Fresno,2016,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Santa Clara,Fresno,2016,130,125,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,CTPP_A302103_5YR_2016
Santa Cruz,Fresno,2016,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Shasta,Fresno,2016,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Siskiyou,Fresno,2016,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Solano,Fresno,2016,60,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Sonoma,Fresno,2016,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Stanislaus,Fresno,2016,555,390,30,45,0,0,0,0,0,0,0,0,0,0,0,0,90,0,CTPP_A302103_5YR_2016
Sutter,Fresno,2016,35,30,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Tehama,Fresno,2016,20,15,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Tulare,Fresno,2016,9555,7870,745,225,115,170,70,75,0,0,0,0,25,15,0,85,165,0,CTPP_A302103_5YR_2016
Tuolumne,Fresno,2016,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Ventura,Fresno,2016,75,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Yolo,Fresno,2016,75,30,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,CTPP_A302103_5YR_2016
Yuba,Fresno,2016,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Butte,Glenn,2016,1040,835,125,40,30,0,0,0,0,0,0,0,15,0,0,0,0,0,CTPP_A302103_5YR_2016
Colusa,Glenn,2016,255,225,4,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Fresno,Glenn,2016,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Glenn,Glenn,2016,6565,4890,540,140,15,0,0,30,0,0,0,0,55,330,0,0,90,480,CTPP_A302103_5YR_2016
Nevada,Glenn,2016,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Placer,Glenn,2016,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Sacramento,Glenn,2016,130,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
San Bernardino,Glenn,2016,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Santa Clara,Glenn,2016,35,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,CTPP_A302103_5YR_2016
Shasta,Glenn,2016,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Siskiyou,Glenn,2016,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Sutter,Glenn,2016,55,10,0,0,0,0,30,0,0,0,0,0,0,15,0,0,0,0,CTPP_A302103_5YR_2016
Tehama,Glenn,2016,745,640,90,4,0,0,0,0,0,0,0,0,0,0,0,0,10,0,CTPP_A302103_5YR_2016
Yolo,Glenn,2016,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Alameda,Humboldt,2016,35,20,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,CTPP_A302103_5YR_2016
Butte,Humboldt,2016,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Contra Costa,Humboldt,2016,15,0,15,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,CTPP_A302103_5YR_2016
Del Norte,Humboldt,2016,80,45,30,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
El Dorado,Humboldt,2016,115,10,0,4,0,0,0,50,0,0,0,0,25,25,0,0,0,0,CTPP_A302103_5YR_2016
Fresno,Humboldt,2016,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Glenn,Humboldt,2016,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Humboldt,Humboldt,2016,56370,40920,4165,780,200,65,80,905,60,0,0,0,1015,3625,4,240,220,4090,CTPP_A302103_5YR_2016
Kern,Humboldt,2016,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Los Angeles,Humboldt,2016,125,55,10,10,0,0,0,4,0,0,0,0,0,15,0,0,30,0,CTPP_A302103_5YR_2016
Marin,Humboldt,2016,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Mendocino,Humboldt,2016,115,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Merced,Humboldt,2016,55,35,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Monterey,Humboldt,2016,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,CTPP_A302103_5YR_2016
Napa,Humboldt,2016,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Nevada,Humboldt,2016,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Orange,Humboldt,2016,25,15,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Placer,Humboldt,2016,40,25,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Riverside,Humboldt,2016,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Sacramento,Humboldt,2016,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
San Benito,Humboldt,2016,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
San Bernardino,Humboldt,2016,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
San Diego,Humboldt,2016,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
San Francisco,Humboldt,2016,35,20,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
San Mateo,Humboldt,2016,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,CTPP_A302103_5YR_2016
Santa Clara,Humboldt,2016,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,CTPP_A302103_5YR_2016
Santa Cruz,Humboldt,2016,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Shasta,Humboldt,2016,45,25,4,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,CTPP_A302103_5YR_2016
Siskiyou,Humboldt,2016,60,50,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,CTPP_A302103_5YR_2016
Solano,Humboldt,2016,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Sonoma,Humboldt,2016,35,25,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Sutter,Humboldt,2016,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Tehama,Humboldt,2016,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Trinity,Humboldt,2016,300,265,10,20,0,0,0,0,0,0,0,0,0,4,0,0,0,0,CTPP_A302103_5YR_2016
Yolo,Humboldt,2016,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Yuba,Humboldt,2016,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Butte,Imperial,2016,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Fresno,Imperial,2016,40,25,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Imperial,Imperial,2016,52495,42735,3005,795,355,215,200,390,0,0,0,0,330,1155,165,40,805,2295,CTPP_A302103_5YR_2016
Kern,Imperial,2016,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Kings,Imperial,2016,10,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Los Angeles,Imperial,2016,130,80,30,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,CTPP_A302103_5YR_2016
Monterey,Imperial,2016,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Orange,Imperial,2016,90,70,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Riverside,Imperial,2016,545,420,30,60,0,4,10,0,0,0,0,0,0,20,0,0,0,0,CTPP_A302103_5YR_2016
Sacramento,Imperial,2016,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
San Bernardino,Imperial,2016,120,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
San Diego,Imperial,2016,890,590,200,4,0,45,25,25,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
San Francisco,Imperial,2016,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Shasta,Imperial,2016,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Ventura,Imperial,2016,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Inyo,Inyo,2016,7115,5050,275,85,90,55,15,55,0,0,0,0,455,670,0,10,35,320,CTPP_A302103_5YR_2016
Kern,Inyo,2016,215,40,45,20,110,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Los Angeles,Inyo,2016,70,60,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Mono,Inyo,2016,280,270,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Placer,Inyo,2016,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Riverside,Inyo,2016,30,20,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Sacramento,Inyo,2016,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
San Bernardino,Inyo,2016,45,40,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
San Diego,Inyo,2016,45,10,10,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Santa Cruz,Inyo,2016,40,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,CTPP_A302103_5YR_2016
Stanislaus,Inyo,2016,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Tulare,Inyo,2016,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Alameda,Kern,2016,35,25,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,CTPP_A302103_5YR_2016
Amador,Kern,2016,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Butte,Kern,2016,20,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Contra Costa,Kern,2016,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
El Dorado,Kern,2016,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Fresno,Kern,2016,1110,705,115,50,45,15,115,20,0,0,4,0,0,15,0,0,25,0,CTPP_A302103_5YR_2016
Glenn,Kern,2016,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Humboldt,Kern,2016,15,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Imperial,Kern,2016,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Inyo,Kern,2016,75,70,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Kern,Kern,2016,306240,240880,25645,7350,3680,2015,1435,2585,65,15,90,25,1555,4260,70,970,5895,9695,CTPP_A302103_5YR_2016
Kings,Kern,2016,915,640,120,15,30,40,20,0,0,0,0,0,0,0,0,0,55,0,CTPP_A302103_5YR_2016
Lake,Kern,2016,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Los Angeles,Kern,2016,7565,6155,700,195,135,65,205,25,0,0,0,0,20,0,0,35,30,0,CTPP_A302103_5YR_2016
Madera,Kern,2016,105,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,CTPP_A302103_5YR_2016
Marin,Kern,2016,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Merced,Kern,2016,70,60,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Mono,Kern,2016,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Monterey,Kern,2016,65,50,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Orange,Kern,2016,410,330,15,0,0,0,0,0,0,0,0,0,25,0,0,0,40,0,CTPP_A302103_5YR_2016
Placer,Kern,2016,90,80,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Riverside,Kern,2016,370,255,35,35,0,30,0,0,0,0,0,0,0,0,0,0,15,0,CTPP_A302103_5YR_2016
Sacramento,Kern,2016,105,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
San Benito,Kern,2016,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
San Bernardino,Kern,2016,1060,890,70,0,50,15,30,4,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
San Diego,Kern,2016,310,205,90,0,0,0,0,4,0,0,0,0,0,0,0,0,10,0,CTPP_A302103_5YR_2016
San Joaquin,Kern,2016,55,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,25,0,CTPP_A302103_5YR_2016
San Luis Obispo,Kern,2016,670,610,50,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,CTPP_A302103_5YR_2016
Santa Barbara,Kern,2016,90,85,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,CTPP_A302103_5YR_2016
Santa Clara,Kern,2016,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Santa Cruz,Kern,2016,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Solano,Kern,2016,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Sonoma,Kern,2016,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Stanislaus,Kern,2016,45,30,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Sutter,Kern,2016,30,10,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Trinity,Kern,2016,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Tulare,Kern,2016,5615,3595,915,405,320,105,210,35,0,0,0,0,0,4,0,0,30,0,CTPP_A302103_5YR_2016
Tuolumne,Kern,2016,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Ventura,Kern,2016,505,400,60,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,CTPP_A302103_5YR_2016
Yolo,Kern,2016,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Butte,Kings,2016,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Fresno,Kings,2016,5125,4185,460,15,185,115,65,30,0,0,4,0,0,0,0,0,65,0,CTPP_A302103_5YR_2016
Imperial,Kings,2016,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,CTPP_A302103_5YR_2016
Kern,Kings,2016,465,365,40,0,10,50,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Kings,Kings,2016,42370,32065,3580,840,435,380,560,405,15,0,10,20,265,1200,0,260,300,2035,CTPP_A302103_5YR_2016
Los Angeles,Kings,2016,110,90,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Madera,Kings,2016,65,30,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Merced,Kings,2016,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Orange,Kings,2016,20,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Riverside,Kings,2016,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Sacramento,Kings,2016,30,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
San Bernardino,Kings,2016,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
San Diego,Kings,2016,95,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
San Francisco,Kings,2016,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,CTPP_A302103_5YR_2016
San Joaquin,Kings,2016,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
San Luis Obispo,Kings,2016,145,115,0,0,4,10,4,0,0,0,0,0,0,10,0,0,0,0,CTPP_A302103_5YR_2016
Santa Clara,Kings,2016,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Stanislaus,Kings,2016,40,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,CTPP_A302103_5YR_2016
Tulare,Kings,2016,6480,5130,805,20,120,135,175,4,0,0,0,0,0,0,0,75,20,0,CTPP_A302103_5YR_2016
Yolo,Kings,2016,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Alameda,Lake,2016,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
Butte,Lake,2016,15,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,CTPP_A302103_5YR_2016
