CATCHMENT,NETWORK,SEASON,MMWR-YEAR,MMWR-WEEK,AGE CATEGORY,CUMULATIVE RATE,WEEKLY RATE 
Minnesota,EIP,2019-20,2020,5,Overall,35.1,4.6
Minnesota,EIP,2019-20,2020,6,Overall,41.7,6.5
Minnesota,EIP,2019-20,2020,7,Overall,48.3,6.6
Minnesota,EIP,2019-20,2020,8,Overall,56.1,7.9
Minnesota,EIP,2019-20,2020,9,Overall,63.4,7.3
Minnesota,EIP,2019-20,2020,10,Overall,69.7,6.3
Minnesota,EIP,2019-20,2020,11,Overall,73.7,3.9
Minnesota,EIP,2019-20,2020,12,Overall,75.5,1.8
Minnesota,EIP,2019-20,2020,13,Overall,76,0.5
Minnesota,EIP,2019-20,2020,14,Overall,76.1,0.2
Minnesota,EIP,2019-20,2020,15,Overall,76.2,0.1
Minnesota,EIP,2019-20,2020,16,Overall,76.3,0.1
Minnesota,EIP,2019-20,2020,17,Overall,76.3,0
